portfolio_store_id,portfolio_name,portfolio_city,scraped_store_id,scraped_name,scraped_city,scraped_tier,scraped_type,match_method,distance_m
CT3211006507,E KA MINI MARKET,SELANGOR DARUL EHSAN.,ChIJW2mdF1i1zTERRy9OXGvXdYw,Eka Mini Market,Seri Kembangan,Tier 1,Super - Independent local,coords≤50m,6.0
CT3211006512,CS GROCER SDN. BHD.,,ChIJf_0NZEyxzTERQw8tylFyoOc,Pasaraya CS Grocer Taman Putra Perdana,Puchong,Tier 1,Super - Sundry/grocer,coords≤50m,27.5
CT3211006648,KANG KHOW IMPORT & EXPORT SDN. BHD.,,ChIJOTDTSwarzTERTP-Qf3hGXgU,Syarikat Kang Khow Sdn. Bhd.,Pelabuhan Klang,Unclear,Super - Other / unclear,coords≤50m,7.4
CT3211006668,DC UNIT TRADING,TELOK PANGLIMA GARANG,ChIJRcQ751WvzTERM9u2LNtmf-I,Shaddin Enterprise,Selangor,Tier 1,Super - Indie retail,coords≤50m,30.2
CT3211006711,OK HEALTH GROUP (MALAYSIA) SDN. BHD.,PUCHONG,ChIJuQ6yjwVLzDERP5l79I4u9r0,NTT Mini Market,Puchong,Tier 1,Super - Independent local,coords≤50m,49.0
CT3211006717,PASAR SEGAR TELOK AIYAPPAN RENAS,TELOK PANGLIMA GARANG,ChIJc9MzQCWvzTERGQ0w4b6rlVc,KK Super Mart Telok Panglima Garang (TPG),Telok Panglima Garang,Tier 1,Conv - KK Mart,coords≤50m,46.3
CT3211006814,MANJAKU RETAIL SDN. BHD.,,ChIJ1b92W4LLzTERl3kGjLOu0Rg,99 Speedmart 1966 Bandar Kajang 2,Kajang,Tier 1,Conv - 99 Speedmart,coords≤50m,49.8
CT3211006968,PASARAYA WAH FONG THK SDN. BHD.,,ChIJweopi6I0zDER6y4CEVY0yf4,PASAR MINI AL AJAAS,Kajang,Tier 1,Conv - Mini-mart,coords≤50m,18.4
CT3211007021,OLD HOMEMART SDN. BHD. (TMN JAYA UTAMA),,ChIJk591MgGvzTERdG2-UQc8Ntc,99 Speedmart 1742 Taman Jaya Utama,Telok Panglima Garang,Tier 1,Conv - 99 Speedmart,coords≤50m,30.1
CT3211007022,OLD HOMEMART SDN. BHD. (BDR SAUJANA PUTRA),,ChIJK-TUtHaxzTERnWa5exG3t10,HOMEMART MINI MARKET,Jenjarom,Tier 1,Super - Independent local,coords≤50m,9.3
CT3211007213,DOUBLE FOUR CONVENIENCE SHOP SDN. BHD.,,ChIJDYFjomrLzTERc6yYQS8TJNM,99 Speedmart 2987 Taman Sri Serdang,Seri Kembangan,Tier 1,Conv - 99 Speedmart,coords≤50m,47.5
CT3211007254,ALKAISER TRADING SDN. BHD.,CYBERJAYA,ChIJTV5l2eS3zTERWUOpSv02igs,Khair Zaman Grocery kenwingston (بقاله عربيه ) arabic grocery,Cyberjaya,Tier 1,Super - Sundry/grocer,coords≤50m,32.8
CT3211007257,ZAMZAMI MINI MARKET,TAMAN KINRARA SEKSYEN 3,ChIJBdOFF3RLzDER7e6UJzeFrds,KK Super Mart Taman Kinrara (3) (KRR3),Puchong,Tier 1,Conv - KK Mart,coords≤50m,44.4
CT3211007258,KEDAI RUNCIT ABOYA,PUSAT PERNIAGAAN KINRARA 3,ChIJBdOFF3RLzDER7e6UJzeFrds,KK Super Mart Taman Kinrara (3) (KRR3),Puchong,Tier 1,Conv - KK Mart,coords≤50m,22.1
CT3211008390,MH WORLD,,ChIJ0cc9vv9LzDERpcmuq2rQ2SE,TMG Mart Razak City KL,Sungai Besi,Tier 1,Super - Tunas Manja,coords≤50m,22.3
CT3211008391,KAB THIVYA ENTERPRISE,"SEMENYIH,",ChIJ_RV8GwDPzTERX1FSBTjBzi8,KAB THIVYA ENTERPRISE,Semenyih,Tier 1,Super - Indie retail,place_id,15.9
CT3211008395,LZ TRADING ENTERPRISE,"42000 PELABUHAN KLANG,",ChIJ_xV1XsWqzTERD3T_YHvPuQ4,99 Speedmart 1139 Sultan Suleiman 2,Bandar Sultan Suleiman 42200 Pelabuhan Klang Serlangor,Tier 1,Hyper - Other regional chain,coords≤50m,35.2
CT3211008477,KEDAI UBAT DAN RUNCIT WAN FOH,KLANG,ChIJHwNc91ZTzDERzRIDXDoc3MU,99 Speedmart 1740 Taman Melawis,Klang,Tier 1,Conv - 99 Speedmart,coords≤50m,5.6
CT3211008543,KEDAI RUNCTI NUFAZ,"45000 KUALA SELANGOR,",ChIJBTcJfgD1zDERZOkbGZjFG_U,DSS ACE ENTERPRISE,Kuala Selangor,Tier 2,Conv - Indie retail,coords≤50m,20.4
CT3211008545,TS FUTURE ENTERPRISE,"42000 PELABUHAN KLANG,",ChIJvVRm6furzTERwJhUW18jgpQ,Faruddin maju enterprise,Pelabuhan Klang,Tier 2,Conv - Indie retail,coords≤50m,23.7
