store_id,store_name,address,city,account,district,region,lat,lng,category,annual_sales_usd,lines_per_store,fsm,covered,source,rating,review_count,price_level,phone,opening_hours,website,poi_count,place_id,business_status,google_types
34910603_DD94986,AL TAAER MODERN TRADING-AL KABIL,0,Al Qabil,VAN,,Al Kamil,22.619964,58.131877,Grocery,13.767,3.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD91552,NAWAYA BIDIYA TRADING - BIDIYA,0,Bidiya,VAN,,Al Kamil,22.450775,58.810345,Grocery,13.747,0.0,Saji Jacob,True,portfolio,4.7,14,0,,,,0,ChIJH88NvVdzkD4Rey1iS500ZWo,,
34910603_DD8629,ANWAR HAFIT AL MUTAMAYEZA TRADING - KHABURAH,0,Khaburah,VAN,,Sohar,24.1503184,56.8783496,Grocery,13.528,1.4,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8403,WAJHA AL MARMUM TRAD - AL WASAL,0,Al Wasal,VAN,,Barka,22.7668677,58.4988759,Grocery,13.458,0.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDR1133,AL RAHABA UNITED - SALALAH,0,Salalah,VAN,,Salalah,17.0477912,54.1579136,Grocery,13.445,2.0,Saji Jacob,True,portfolio,4.2,85,0,,,,0,ChIJUTl_GEHh0z0RkFhitp4-grU,,
34910603_DD5109,AL HAMBER ENTERPRICES- SOHAR,0,Sohar,VAN,,Sohar,24.335252,56.747488,Grocery,13.431,2.5,Saji Jacob,True,portfolio,5.0,2,0,,,,0,ChIJw203U3JFiz4RY84a-Ll2-w0,,
34910603_DD93792,NABRAS AL GHUBAIRA TRAD - SUWAIQ,0,Barka,VAN,,Barka,23.8357644,57.3868207,Grocery,13.408,2.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN5491,SUFOOH AL ARAQ TRADING-IBRI,0,Ibri,VAN,,Nizwa,23.23868625,56.51417465,Grocery,13.114,6.875,Nobey,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD94988,AFAQ AL RIYADHA - 4  - AYGA,0,Ayga,VAN,,Al Kamil,22.5725617,59.5177326,Grocery,13.103,1.666666667,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDC497,AHMED IBIN THAHIR - SADAH,0,Saada,VAN,,Salalah,17.014816,54.0810716,Grocery,13.081,2.285714286,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDC950,AL BUSHARA /M-NEW SLL - SALALAH,0,Salalah,VAN,,Salalah,17.01862425,54.09922784,Grocery,12.998,2.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8601,AL FASAL AL SHAMILA TRADING  - ITTIN,0,Salalah,VAN,,Salalah,17.0321182,54.01750612,Grocery,12.943,3.666666667,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8745,KHAIRAT TAIBA BAKERY & MARKETING - FALAJ,0,Falaj,VAN,,Sohar,24.54884,56.55773,Grocery,12.876,1.666666667,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8591,SHARIQAT BADIYATH DHOFAR UNITED TRADING - AWQAD,0,Salalah,VAN,,Salalah,17.0093569,54.0231576,Grocery,12.663,2.6,Saji Jacob,True,portfolio,3.5,2,0,,,,0,ChIJxTFIXmth0T0Rxg7I8H5ZK5Q,,
34910603_DD91410,AFAAQ BAR TRADNG SUR,0,Sur,VAN,,Al Kamil,22.612013,59.465175,Grocery,12.344,1.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8679,BARADAT AL OUHI - FALAJ AL QABAIL,0,Falaj Al Qabail,VAN,,Sohar,24.2943327,56.7795832,Grocery,12.174,1.666666667,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDC718,LIMUD TRADING - AWQAD,0,Salalah,VAN,,Salalah,17.0010884,54.0373087,Grocery,12.153,2.333333333,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD91853,SARAE AL JANOOB-SANAYA,0,Sanaya,VAN,,Salalah,17.0283334,54.0530983,Grocery,12.132,0.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD92810,SHAMAL AL WAKIBAH - AL AQAR,0,Al Aqar,VAN,,Sohar,24.333946,56.72663,Grocery,12.093,0.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD91027,RAIF - SALALAH,0,Salalah,VAN,,Salalah,17.0110469,54.1058964,Grocery,11.974,1.25,Saji Jacob,True,portfolio,4.3,4,0,,,,0,ChIJcWFwkcLf0z0R_yEyvuqk8zg,,
34910603_DD8652,AL SHIHAB AL SATA NATIONAL TRAD - RUSTAQ,0,Rustaq,VAN,,Barka,23.428079,57.429154,Grocery,11.911,2.6,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD91330,MAKTOOM NATIONAL PROJECT TRAD & CONT - SOHAR,0,Sohar,VAN,,Sohar,24.3685006,56.713778,Grocery,11.735,1.571428571,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN93769,RAWABI AL JUBAIYA FOOD STUFF -IBRI,"SULTANATE OF OMAN, AD DHAHIRA, IBRI, 44, 516",Ibri,VAN,,Nizwa,23.22512739,56.60008599,Grocery,11.661,7.625,Nobey,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8549,WESTERN FOOTHILL NATIONAL TRADING - GHARBIYAH,0,Gharbiyah,VAN,,Salalah,17.0141824,54.0587783,Grocery,11.542,1.4,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD91724,OVATION UNITED TRADING CO - SALLAN,0,Sallan,VAN,,Sohar,24.3982422,56.7237594,Grocery,11.481,3.5,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDS1313,SHERA SALLAN TRADING - SANAYA,0,Sanaya,VAN,,Sohar,24.3472107,56.7091881,Grocery,11.05,1.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DDM1222,MOHSIN ALI COMMERCIAL MKT,0,Salalah,VAN,,Salalah,17.0098126,54.0852525,Grocery,10.68,2.5,Saji Jacob,True,portfolio,5.0,1,0,,,,0,ChIJnSkhFADf0z0R1xvw68s7WtQ,,
34910603_DD97053,ABDULLAH AHMED AL AJMI-SOHAR,0,Sohar,VAN,,Sohar,24.2483327,55.7722992,Grocery,10.663,0.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD8621,THAHAAMA TRADING - SALALAH,0,Salalah,VAN,,Salalah,17.0132695,54.099718,Grocery,10.234,1.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
34910603_DD93781,MANAR SOHAR GROCERY,0,Sohar,VAN,,Sohar,24.39476,56.69232,Grocery,10.159,2.8,Saji Jacob,True,portfolio,4.4,8,0,,,,0,ChIJm8kMgUlPiz4Rq8wIWFxeND8,,
34910603_DD91633,SOGHAT LLC-SAHAM,0,Saham,VAN,,Sohar,24.4416666,56.5856815,Grocery,10.028,1.0,Saji Jacob,True,portfolio,0.0,0,0,,,,0,,,
ChIJt1MCRgAf0T0RgHdmlSxPKQA,AL TANAGAM AL ARABIA TRAD. EST.,RCFM+PF,Hilal,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.824279,53.4337281,supermarket,0.0,0.0,,False,scraped,4.5,2,0,,,,0,ChIJt1MCRgAf0T0RgHdmlSxPKQA,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ-5zOaAAf0T0RTiIBwSwFX18,Shams Awbar Trading Company LLC,Shahab Asaib,Rakhyut,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.8207386,53.4715073,supermarket,0.0,0.0,,False,scraped,0.0,0,0,,,,0,ChIJ-5zOaAAf0T0RTiIBwSwFX18,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ97dhARtg0T0Ri1ueYiWQHAs,Isteqrar Hypermarket,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0119699,54.0751342,supermarket,0.0,0.0,,False,scraped,4.0,873,0,,,,0,ChIJ97dhARtg0T0Ri1ueYiWQHAs,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJmVFTuuFf0T0RG_cSYRJI4eI,HyperMax Salalah Gardens Mall,Ar Rubat Street,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.02346589999999,54.066395,supermarket,0.0,0.0,,False,scraped,4.3,4130,0,,,,0,ChIJmVFTuuFf0T0RG_cSYRJI4eI,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJoZrm3-nf0z0RSwPm3TnMj_g,Turkish Bazaar Salalah تركي بازار صلالة,"Aqouf, Post Office 217",Salalah ( Al Awqadain ),,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0166148,54.10657620000001,supermarket,0.0,0.0,,False,scraped,3.8,119,0,,,,0,ChIJoZrm3-nf0z0RSwPm3TnMj_g,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJNey7VSDe0z0RKYbX4NQ18jc,Salim Qatan Hyper Market,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0357612,54.1467267,supermarket,0.0,0.0,,False,scraped,3.9,63,0,,,,0,ChIJNey7VSDe0z0RKYbX4NQ18jc,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ225I4rzg0z0REchlhaQk9Lw,Al Mashhoor Supermarket,3523+P6P,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0518359,54.1530641,supermarket,0.0,0.0,,False,scraped,4.0,1168,0,,,,0,ChIJ225I4rzg0z0REchlhaQk9Lw,Active,"['shopping_mall', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJD7HGvHRg0T0RYc6dHh045TM,LuLu Hypermarket - Salalah,"Al-Wadi, Salalah, Oman Salalah 217",صلالة,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0175954,54.0615969,supermarket,0.0,0.0,,False,scraped,4.3,8105,0,,,,0,ChIJD7HGvHRg0T0RYc6dHh045TM,Active,"['department_store', 'furniture_store', 'supermarket', 'grocery_or_supermarket', 'home_goods_store', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJEym5SVBh0T0REVKJzHYbeII,THARWA DOFAR,Al Sadah,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.9835496,54.0180864,supermarket,0.0,0.0,,False,scraped,0.0,0,0,,,,0,ChIJEym5SVBh0T0REVKJzHYbeII,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJV49hxF9h0T0R5blmh7Df5So,K MART,164 AL ZAHRA ST,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.9835496,54.0180864,supermarket,0.0,0.0,,False,scraped,0.0,0,0,,,,0,ChIJV49hxF9h0T0R5blmh7Df5So,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJdbp3VXJn0T0RninUz30X5t0,"Food stuff and household items dhofar,salalah","Raysut, شارع السلطان قابوس",صلالة,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.9494981,53.96619639999999,supermarket,0.0,0.0,,False,scraped,3.7,11,0,,,,0,ChIJdbp3VXJn0T0RninUz30X5t0,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJwTnSh79h0T0RGZYKFfTQFe8,Nesto Hypermarket Awqad,منطقة عوقد الشمالية،,صلالة,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.997984,54.0314598,supermarket,0.0,0.0,,False,scraped,4.3,1866,0,,,,0,ChIJwTnSh79h0T0RGZYKFfTQFe8,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJkZxsMEZh0T0RqXd9NCI7srA,North auqath,X2X5+HFX,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.9989389,54.0087448,supermarket,0.0,0.0,,False,scraped,0.0,0,0,,,,0,ChIJkZxsMEZh0T0RqXd9NCI7srA,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJo44nEolg0T0R9gaDFC8Hym0,Naif Commercial Centre L.L.C,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.003049,54.0377563,supermarket,0.0,0.0,,False,scraped,4.0,316,0,,,,0,ChIJo44nEolg0T0R9gaDFC8Hym0,Active,"['shopping_mall', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJXxbXuGZg0T0RRLvQWMkaaiw,Food Stuffs And Luxuries,222X+W3C,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0023186,54.0476475,supermarket,0.0,0.0,,False,scraped,3.5,20,0,,,,0,ChIJXxbXuGZg0T0RRLvQWMkaaiw,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJWTtCWABh0T0RluUrkAB4H-o,Kokab Rehab groceries,223R+F3H,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0037943,54.0400579,supermarket,0.0,0.0,,False,scraped,5.0,2,0,,,,0,ChIJWTtCWABh0T0RluUrkAB4H-o,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ_XZr0hxh0T0R4FZ9XY_ya4o,سوق التجاري COMMERCIAL MARKET,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0041972,54.0488715,supermarket,0.0,0.0,,False,scraped,3.3,3,0,,,,0,ChIJ_XZr0hxh0T0R4FZ9XY_ya4o,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJMbYxdoNh0T0RtNs5D8DxUcE,Badar Al Khair Commercial Market,مستشفى قابوس،,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0048793,54.0542184,supermarket,0.0,0.0,,False,scraped,3.0,5,0,,,,0,ChIJMbYxdoNh0T0RtNs5D8DxUcE,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJe3jEqRNh0T0Rm9RsbajLUes,Al Falooja supermarket,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0111444,54.0312767,supermarket,0.0,0.0,,False,scraped,3.9,29,0,,,,0,ChIJe3jEqRNh0T0Rm9RsbajLUes,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ3683UQBh0T0RYztWmRklOgw,Arabia supper market,2266+59P,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0104562,54.0109517,supermarket,0.0,0.0,,False,scraped,0.0,0,0,,,,0,ChIJ3683UQBh0T0RYztWmRklOgw,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJmw0hPABh0T0RYNGTmP8Nj60,Sabira mart,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0136067,54.03302329999999,supermarket,0.0,0.0,,False,scraped,5.0,4,0,,,,0,ChIJmw0hPABh0T0RYNGTmP8Nj60,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJJc3KNdpf0T0RclE73NM7Ho0,Isteqrar hyper market,طريق صلالة الدائري,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0192915,54.0135429,supermarket,0.0,0.0,,False,scraped,3.9,98,0,,,,0,ChIJJc3KNdpf0T0RclE73NM7Ho0,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJccI5_whh0T0R6r6P1KaTmvY,Al Abbar commercial market,"235H+PF7, As Salam Street",Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0092949,54.07867040000001,supermarket,0.0,0.0,,False,scraped,4.1,13,0,,,,0,ChIJccI5_whh0T0R6r6P1KaTmvY,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJO4NDHABh0T0RQ--9E0KTzBg,SALALAH GIFT MARKETS,Al Fayha Street,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0121543,54.073262,supermarket,0.0,0.0,,False,scraped,4.3,64,0,,,,0,ChIJO4NDHABh0T0RQ--9E0KTzBg,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ54WpJgBh0T0RlOm6cj3RDUs,Supermarket Basel Aljabri,235J+Q5M,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0093112,54.08049450000001,supermarket,0.0,0.0,,False,scraped,4.5,2,0,,,,0,ChIJ54WpJgBh0T0RlOm6cj3RDUs,Active,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJmQv-n8Fh0T0RpOiMeq5fE-U,ARAFA COMMERCIAL MART,Salalah,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0166838,54.0657963,supermarket,0.0,0.0,,False,scraped,4.0,2,0,,,,0,ChIJmQv-n8Fh0T0RpOiMeq5fE-U,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJna7kypFh0T0Rk9CJPzWHuT8,سوق جدة التجاري- الواديJidda commercial Market,2388+JMJ,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0167777,54.0669534,supermarket,0.0,0.0,,False,scraped,5.0,7,0,,,,0,ChIJna7kypFh0T0Rk9CJPzWHuT8,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJAfRWLwBf0T0RAQkYYeVBuh4,মা বাবা-র দোয়া GROCERIES,22FR+MMQ,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0242212,54.04173160000001,supermarket,0.0,0.0,,False,scraped,5.0,1,0,,,,0,ChIJAfRWLwBf0T0RAQkYYeVBuh4,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ2SPHAwVg0T0R--j1CcvLpy8,QATAR DEW SILVER FOODSTUFF,238G+HH6,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0164138,54.0763918,supermarket,0.0,0.0,,False,scraped,2.8,4,0,,,,0,ChIJ2SPHAwVg0T0R--j1CcvLpy8,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJVQAE_P_f0z0RCE30hxwQwc0,Asool Al Arab commercial market,237P+G5F,صلالة,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0138032,54.0854287,supermarket,0.0,0.0,,False,scraped,4.1,7,0,,,,0,ChIJVQAE_P_f0z0RCE30hxwQwc0,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJybT1dctf0T0R7MWfIlza3Jo,Groceries & Household Appliances,"23H2+5F7, Samahram Street",Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.027922,54.0511676,supermarket,0.0,0.0,,False,scraped,5.0,1,0,,,,0,ChIJybT1dctf0T0R7MWfIlza3Jo,Active,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ5_ddBX77jj4R3U8dwOws-Is,Salalah Garden Mall,Rebat street,Salalah,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0236517,54.0684365,supermarket,0.0,0.0,,False,scraped,4.3,5757,0,,,,0,ChIJ5_ddBX77jj4R3U8dwOws-Is,Active,"['supermarket', 'shopping_mall', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
